Date,Calendar_Year,Month_Name,Month_Number,Weekday,Weekday_number,Quarter,Month_Year,Month_Year_Index,Month_Diff,FY_Year
01-07-2022 00:00,2022,July,7,Friday,6,Q3,07/2022,202207,42,
02-07-2022 00:00,2022,July,7,Saturday,7,Q3,07/2022,202207,42,
03-07-2022 00:00,2022,July,7,Sunday,1,Q3,07/2022,202207,42,
04-07-2022 00:00,2022,July,7,Monday,2,Q3,07/2022,202207,42,
05-07-2022 00:00,2022,July,7,Tuesday,3,Q3,07/2022,202207,42,
06-07-2022 00:00,2022,July,7,Wednesday,4,Q3,07/2022,202207,42,
07-07-2022 00:00,2022,July,7,Thursday,5,Q3,07/2022,202207,42,
08-07-2022 00:00,2022,July,7,Friday,6,Q3,07/2022,202207,42,
09-07-2022 00:00,2022,July,7,Saturday,7,Q3,07/2022,202207,42,
10-07-2022 00:00,2022,July,7,Sunday,1,Q3,07/2022,202207,42,
11-07-2022 00:00,2022,July,7,Monday,2,Q3,07/2022,202207,42,
12-07-2022 00:00,2022,July,7,Tuesday,3,Q3,07/2022,202207,42,
13-07-2022 00:00,2022,July,7,Wednesday,4,Q3,07/2022,202207,42,
14-07-2022 00:00,2022,July,7,Thursday,5,Q3,07/2022,202207,42,
15-07-2022 00:00,2022,July,7,Friday,6,Q3,07/2022,202207,42,
16-07-2022 00:00,2022,July,7,Saturday,7,Q3,07/2022,202207,42,
17-07-2022 00:00,2022,July,7,Sunday,1,Q3,07/2022,202207,42,
18-07-2022 00:00,2022,July,7,Monday,2,Q3,07/2022,202207,42,
19-07-2022 00:00,2022,July,7,Tuesday,3,Q3,07/2022,202207,42,
20-07-2022 00:00,2022,July,7,Wednesday,4,Q3,07/2022,202207,42,
21-07-2022 00:00,2022,July,7,Thursday,5,Q3,07/2022,202207,42,
22-07-2022 00:00,2022,July,7,Friday,6,Q3,07/2022,202207,42,
23-07-2022 00:00,2022,July,7,Saturday,7,Q3,07/2022,202207,42,
24-07-2022 00:00,2022,July,7,Sunday,1,Q3,07/2022,202207,42,
25-07-2022 00:00,2022,July,7,Monday,2,Q3,07/2022,202207,42,
26-07-2022 00:00,2022,July,7,Tuesday,3,Q3,07/2022,202207,42,
27-07-2022 00:00,2022,July,7,Wednesday,4,Q3,07/2022,202207,42,
28-07-2022 00:00,2022,July,7,Thursday,5,Q3,07/2022,202207,42,
29-07-2022 00:00,2022,July,7,Friday,6,Q3,07/2022,202207,42,
30-07-2022 00:00,2022,July,7,Saturday,7,Q3,07/2022,202207,42,
31-07-2022 00:00,2022,July,7,Sunday,1,Q3,07/2022,202207,42,
01-07-2023 00:00,2023,July,7,Saturday,7,Q3,07/2023,202307,30,
02-07-2023 00:00,2023,July,7,Sunday,1,Q3,07/2023,202307,30,
03-07-2023 00:00,2023,July,7,Monday,2,Q3,07/2023,202307,30,
04-07-2023 00:00,2023,July,7,Tuesday,3,Q3,07/2023,202307,30,
05-07-2023 00:00,2023,July,7,Wednesday,4,Q3,07/2023,202307,30,
06-07-2023 00:00,2023,July,7,Thursday,5,Q3,07/2023,202307,30,
07-07-2023 00:00,2023,July,7,Friday,6,Q3,07/2023,202307,30,
08-07-2023 00:00,2023,July,7,Saturday,7,Q3,07/2023,202307,30,
09-07-2023 00:00,2023,July,7,Sunday,1,Q3,07/2023,202307,30,
10-07-2023 00:00,2023,July,7,Monday,2,Q3,07/2023,202307,30,
11-07-2023 00:00,2023,July,7,Tuesday,3,Q3,07/2023,202307,30,
12-07-2023 00:00,2023,July,7,Wednesday,4,Q3,07/2023,202307,30,
13-07-2023 00:00,2023,July,7,Thursday,5,Q3,07/2023,202307,30,
14-07-2023 00:00,2023,July,7,Friday,6,Q3,07/2023,202307,30,
15-07-2023 00:00,2023,July,7,Saturday,7,Q3,07/2023,202307,30,
16-07-2023 00:00,2023,July,7,Sunday,1,Q3,07/2023,202307,30,
17-07-2023 00:00,2023,July,7,Monday,2,Q3,07/2023,202307,30,
18-07-2023 00:00,2023,July,7,Tuesday,3,Q3,07/2023,202307,30,
19-07-2023 00:00,2023,July,7,Wednesday,4,Q3,07/2023,202307,30,
20-07-2023 00:00,2023,July,7,Thursday,5,Q3,07/2023,202307,30,
21-07-2023 00:00,2023,July,7,Friday,6,Q3,07/2023,202307,30,
22-07-2023 00:00,2023,July,7,Saturday,7,Q3,07/2023,202307,30,
23-07-2023 00:00,2023,July,7,Sunday,1,Q3,07/2023,202307,30,
24-07-2023 00:00,2023,July,7,Monday,2,Q3,07/2023,202307,30,
25-07-2023 00:00,2023,July,7,Tuesday,3,Q3,07/2023,202307,30,
26-07-2023 00:00,2023,July,7,Wednesday,4,Q3,07/2023,202307,30,
27-07-2023 00:00,2023,July,7,Thursday,5,Q3,07/2023,202307,30,
28-07-2023 00:00,2023,July,7,Friday,6,Q3,07/2023,202307,30,
29-07-2023 00:00,2023,July,7,Saturday,7,Q3,07/2023,202307,30,
30-07-2023 00:00,2023,July,7,Sunday,1,Q3,07/2023,202307,30,
31-07-2023 00:00,2023,July,7,Monday,2,Q3,07/2023,202307,30,
01-07-2024 00:00,2024,July,7,Monday,2,Q3,07/2024,202407,18,FY'24
02-07-2024 00:00,2024,July,7,Tuesday,3,Q3,07/2024,202407,18,FY'24
03-07-2024 00:00,2024,July,7,Wednesday,4,Q3,07/2024,202407,18,FY'24
04-07-2024 00:00,2024,July,7,Thursday,5,Q3,07/2024,202407,18,FY'24
05-07-2024 00:00,2024,July,7,Friday,6,Q3,07/2024,202407,18,FY'24
06-07-2024 00:00,2024,July,7,Saturday,7,Q3,07/2024,202407,18,FY'24
07-07-2024 00:00,2024,July,7,Sunday,1,Q3,07/2024,202407,18,FY'24
08-07-2024 00:00,2024,July,7,Monday,2,Q3,07/2024,202407,18,FY'24
09-07-2024 00:00,2024,July,7,Tuesday,3,Q3,07/2024,202407,18,FY'24
10-07-2024 00:00,2024,July,7,Wednesday,4,Q3,07/2024,202407,18,FY'24
11-07-2024 00:00,2024,July,7,Thursday,5,Q3,07/2024,202407,18,FY'24
12-07-2024 00:00,2024,July,7,Friday,6,Q3,07/2024,202407,18,FY'24
13-07-2024 00:00,2024,July,7,Saturday,7,Q3,07/2024,202407,18,FY'24
14-07-2024 00:00,2024,July,7,Sunday,1,Q3,07/2024,202407,18,FY'24
15-07-2024 00:00,2024,July,7,Monday,2,Q3,07/2024,202407,18,FY'24
16-07-2024 00:00,2024,July,7,Tuesday,3,Q3,07/2024,202407,18,FY'24
17-07-2024 00:00,2024,July,7,Wednesday,4,Q3,07/2024,202407,18,FY'24
18-07-2024 00:00,2024,July,7,Thursday,5,Q3,07/2024,202407,18,FY'24
19-07-2024 00:00,2024,July,7,Friday,6,Q3,07/2024,202407,18,FY'24
20-07-2024 00:00,2024,July,7,Saturday,7,Q3,07/2024,202407,18,FY'24
21-07-2024 00:00,2024,July,7,Sunday,1,Q3,07/2024,202407,18,FY'24
22-07-2024 00:00,2024,July,7,Monday,2,Q3,07/2024,202407,18,FY'24
23-07-2024 00:00,2024,July,7,Tuesday,3,Q3,07/2024,202407,18,FY'24
24-07-2024 00:00,2024,July,7,Wednesday,4,Q3,07/2024,202407,18,FY'24
25-07-2024 00:00,2024,July,7,Thursday,5,Q3,07/2024,202407,18,FY'24
26-07-2024 00:00,2024,July,7,Friday,6,Q3,07/2024,202407,18,FY'24
27-07-2024 00:00,2024,July,7,Saturday,7,Q3,07/2024,202407,18,FY'24
28-07-2024 00:00,2024,July,7,Sunday,1,Q3,07/2024,202407,18,FY'24
29-07-2024 00:00,2024,July,7,Monday,2,Q3,07/2024,202407,18,FY'24
30-07-2024 00:00,2024,July,7,Tuesday,3,Q3,07/2024,202407,18,FY'24
31-07-2024 00:00,2024,July,7,Wednesday,4,Q3,07/2024,202407,18,FY'24
01-07-2025 00:00,2025,July,7,Tuesday,3,Q3,07/2025,202507,6,
02-07-2025 00:00,2025,July,7,Wednesday,4,Q3,07/2025,202507,6,
03-07-2025 00:00,2025,July,7,Thursday,5,Q3,07/2025,202507,6,
04-07-2025 00:00,2025,July,7,Friday,6,Q3,07/2025,202507,6,
05-07-2025 00:00,2025,July,7,Saturday,7,Q3,07/2025,202507,6,
06-07-2025 00:00,2025,July,7,Sunday,1,Q3,07/2025,202507,6,
07-07-2025 00:00,2025,July,7,Monday,2,Q3,07/2025,202507,6,
08-07-2025 00:00,2025,July,7,Tuesday,3,Q3,07/2025,202507,6,
09-07-2025 00:00,2025,July,7,Wednesday,4,Q3,07/2025,202507,6,
10-07-2025 00:00,2025,July,7,Thursday,5,Q3,07/2025,202507,6,
11-07-2025 00:00,2025,July,7,Friday,6,Q3,07/2025,202507,6,
12-07-2025 00:00,2025,July,7,Saturday,7,Q3,07/2025,202507,6,
13-07-2025 00:00,2025,July,7,Sunday,1,Q3,07/2025,202507,6,
14-07-2025 00:00,2025,July,7,Monday,2,Q3,07/2025,202507,6,
15-07-2025 00:00,2025,July,7,Tuesday,3,Q3,07/2025,202507,6,
16-07-2025 00:00,2025,July,7,Wednesday,4,Q3,07/2025,202507,6,
17-07-2025 00:00,2025,July,7,Thursday,5,Q3,07/2025,202507,6,
18-07-2025 00:00,2025,July,7,Friday,6,Q3,07/2025,202507,6,
19-07-2025 00:00,2025,July,7,Saturday,7,Q3,07/2025,202507,6,
20-07-2025 00:00,2025,July,7,Sunday,1,Q3,07/2025,202507,6,
21-07-2025 00:00,2025,July,7,Monday,2,Q3,07/2025,202507,6,
22-07-2025 00:00,2025,July,7,Tuesday,3,Q3,07/2025,202507,6,
23-07-2025 00:00,2025,July,7,Wednesday,4,Q3,07/2025,202507,6,
24-07-2025 00:00,2025,July,7,Thursday,5,Q3,07/2025,202507,6,
25-07-2025 00:00,2025,July,7,Friday,6,Q3,07/2025,202507,6,
26-07-2025 00:00,2025,July,7,Saturday,7,Q3,07/2025,202507,6,
27-07-2025 00:00,2025,July,7,Sunday,1,Q3,07/2025,202507,6,
28-07-2025 00:00,2025,July,7,Monday,2,Q3,07/2025,202507,6,
29-07-2025 00:00,2025,July,7,Tuesday,3,Q3,07/2025,202507,6,
30-07-2025 00:00,2025,July,7,Wednesday,4,Q3,07/2025,202507,6,
31-07-2025 00:00,2025,July,7,Thursday,5,Q3,07/2025,202507,6,
01-08-2022 00:00,2022,August,8,Monday,2,Q3,08/2022,202208,41,
02-08-2022 00:00,2022,August,8,Tuesday,3,Q3,08/2022,202208,41,
03-08-2022 00:00,2022,August,8,Wednesday,4,Q3,08/2022,202208,41,
04-08-2022 00:00,2022,August,8,Thursday,5,Q3,08/2022,202208,41,
05-08-2022 00:00,2022,August,8,Friday,6,Q3,08/2022,202208,41,
06-08-2022 00:00,2022,August,8,Saturday,7,Q3,08/2022,202208,41,
07-08-2022 00:00,2022,August,8,Sunday,1,Q3,08/2022,202208,41,
08-08-2022 00:00,2022,August,8,Monday,2,Q3,08/2022,202208,41,
09-08-2022 00:00,2022,August,8,Tuesday,3,Q3,08/2022,202208,41,
10-08-2022 00:00,2022,August,8,Wednesday,4,Q3,08/2022,202208,41,
11-08-2022 00:00,2022,August,8,Thursday,5,Q3,08/2022,202208,41,
12-08-2022 00:00,2022,August,8,Friday,6,Q3,08/2022,202208,41,
13-08-2022 00:00,2022,August,8,Saturday,7,Q3,08/2022,202208,41,
14-08-2022 00:00,2022,August,8,Sunday,1,Q3,08/2022,202208,41,
15-08-2022 00:00,2022,August,8,Monday,2,Q3,08/2022,202208,41,
16-08-2022 00:00,2022,August,8,Tuesday,3,Q3,08/2022,202208,41,
17-08-2022 00:00,2022,August,8,Wednesday,4,Q3,08/2022,202208,41,
18-08-2022 00:00,2022,August,8,Thursday,5,Q3,08/2022,202208,41,
19-08-2022 00:00,2022,August,8,Friday,6,Q3,08/2022,202208,41,
20-08-2022 00:00,2022,August,8,Saturday,7,Q3,08/2022,202208,41,
21-08-2022 00:00,2022,August,8,Sunday,1,Q3,08/2022,202208,41,
22-08-2022 00:00,2022,August,8,Monday,2,Q3,08/2022,202208,41,
23-08-2022 00:00,2022,August,8,Tuesday,3,Q3,08/2022,202208,41,
24-08-2022 00:00,2022,August,8,Wednesday,4,Q3,08/2022,202208,41,
25-08-2022 00:00,2022,August,8,Thursday,5,Q3,08/2022,202208,41,
26-08-2022 00:00,2022,August,8,Friday,6,Q3,08/2022,202208,41,
27-08-2022 00:00,2022,August,8,Saturday,7,Q3,08/2022,202208,41,
28-08-2022 00:00,2022,August,8,Sunday,1,Q3,08/2022,202208,41,
29-08-2022 00:00,2022,August,8,Monday,2,Q3,08/2022,202208,41,
30-08-2022 00:00,2022,August,8,Tuesday,3,Q3,08/2022,202208,41,
31-08-2022 00:00,2022,August,8,Wednesday,4,Q3,08/2022,202208,41,
01-08-2023 00:00,2023,August,8,Tuesday,3,Q3,08/2023,202308,29,
02-08-2023 00:00,2023,August,8,Wednesday,4,Q3,08/2023,202308,29,
03-08-2023 00:00,2023,August,8,Thursday,5,Q3,08/2023,202308,29,
04-08-2023 00:00,2023,August,8,Friday,6,Q3,08/2023,202308,29,
05-08-2023 00:00,2023,August,8,Saturday,7,Q3,08/2023,202308,29,
06-08-2023 00:00,2023,August,8,Sunday,1,Q3,08/2023,202308,29,
07-08-2023 00:00,2023,August,8,Monday,2,Q3,08/2023,202308,29,
08-08-2023 00:00,2023,August,8,Tuesday,3,Q3,08/2023,202308,29,
09-08-2023 00:00,2023,August,8,Wednesday,4,Q3,08/2023,202308,29,
10-08-2023 00:00,2023,August,8,Thursday,5,Q3,08/2023,202308,29,
11-08-2023 00:00,2023,August,8,Friday,6,Q3,08/2023,202308,29,
12-08-2023 00:00,2023,August,8,Saturday,7,Q3,08/2023,202308,29,
13-08-2023 00:00,2023,August,8,Sunday,1,Q3,08/2023,202308,29,
14-08-2023 00:00,2023,August,8,Monday,2,Q3,08/2023,202308,29,
15-08-2023 00:00,2023,August,8,Tuesday,3,Q3,08/2023,202308,29,
16-08-2023 00:00,2023,August,8,Wednesday,4,Q3,08/2023,202308,29,
17-08-2023 00:00,2023,August,8,Thursday,5,Q3,08/2023,202308,29,
18-08-2023 00:00,2023,August,8,Friday,6,Q3,08/2023,202308,29,
19-08-2023 00:00,2023,August,8,Saturday,7,Q3,08/2023,202308,29,
20-08-2023 00:00,2023,August,8,Sunday,1,Q3,08/2023,202308,29,
21-08-2023 00:00,2023,August,8,Monday,2,Q3,08/2023,202308,29,
22-08-2023 00:00,2023,August,8,Tuesday,3,Q3,08/2023,202308,29,
23-08-2023 00:00,2023,August,8,Wednesday,4,Q3,08/2023,202308,29,
24-08-2023 00:00,2023,August,8,Thursday,5,Q3,08/2023,202308,29,
25-08-2023 00:00,2023,August,8,Friday,6,Q3,08/2023,202308,29,
26-08-2023 00:00,2023,August,8,Saturday,7,Q3,08/2023,202308,29,
27-08-2023 00:00,2023,August,8,Sunday,1,Q3,08/2023,202308,29,
28-08-2023 00:00,2023,August,8,Monday,2,Q3,08/2023,202308,29,
29-08-2023 00:00,2023,August,8,Tuesday,3,Q3,08/2023,202308,29,
30-08-2023 00:00,2023,August,8,Wednesday,4,Q3,08/2023,202308,29,
31-08-2023 00:00,2023,August,8,Thursday,5,Q3,08/2023,202308,29,
01-08-2024 00:00,2024,August,8,Thursday,5,Q3,08/2024,202408,17,FY'24
02-08-2024 00:00,2024,August,8,Friday,6,Q3,08/2024,202408,17,FY'24
03-08-2024 00:00,2024,August,8,Saturday,7,Q3,08/2024,202408,17,FY'24
04-08-2024 00:00,2024,August,8,Sunday,1,Q3,08/2024,202408,17,FY'24
05-08-2024 00:00,2024,August,8,Monday,2,Q3,08/2024,202408,17,FY'24
06-08-2024 00:00,2024,August,8,Tuesday,3,Q3,08/2024,202408,17,FY'24
07-08-2024 00:00,2024,August,8,Wednesday,4,Q3,08/2024,202408,17,FY'24
08-08-2024 00:00,2024,August,8,Thursday,5,Q3,08/2024,202408,17,FY'24
09-08-2024 00:00,2024,August,8,Friday,6,Q3,08/2024,202408,17,FY'24
10-08-2024 00:00,2024,August,8,Saturday,7,Q3,08/2024,202408,17,FY'24
11-08-2024 00:00,2024,August,8,Sunday,1,Q3,08/2024,202408,17,FY'24
12-08-2024 00:00,2024,August,8,Monday,2,Q3,08/2024,202408,17,FY'24
13-08-2024 00:00,2024,August,8,Tuesday,3,Q3,08/2024,202408,17,FY'24
14-08-2024 00:00,2024,August,8,Wednesday,4,Q3,08/2024,202408,17,FY'24
15-08-2024 00:00,2024,August,8,Thursday,5,Q3,08/2024,202408,17,FY'24
16-08-2024 00:00,2024,August,8,Friday,6,Q3,08/2024,202408,17,FY'24
17-08-2024 00:00,2024,August,8,Saturday,7,Q3,08/2024,202408,17,FY'24
18-08-2024 00:00,2024,August,8,Sunday,1,Q3,08/2024,202408,17,FY'24
19-08-2024 00:00,2024,August,8,Monday,2,Q3,08/2024,202408,17,FY'24
20-08-2024 00:00,2024,August,8,Tuesday,3,Q3,08/2024,202408,17,FY'24
21-08-2024 00:00,2024,August,8,Wednesday,4,Q3,08/2024,202408,17,FY'24
22-08-2024 00:00,2024,August,8,Thursday,5,Q3,08/2024,202408,17,FY'24
23-08-2024 00:00,2024,August,8,Friday,6,Q3,08/2024,202408,17,FY'24
24-08-2024 00:00,2024,August,8,Saturday,7,Q3,08/2024,202408,17,FY'24
25-08-2024 00:00,2024,August,8,Sunday,1,Q3,08/2024,202408,17,FY'24
26-08-2024 00:00,2024,August,8,Monday,2,Q3,08/2024,202408,17,FY'24
27-08-2024 00:00,2024,August,8,Tuesday,3,Q3,08/2024,202408,17,FY'24
28-08-2024 00:00,2024,August,8,Wednesday,4,Q3,08/2024,202408,17,FY'24
29-08-2024 00:00,2024,August,8,Thursday,5,Q3,08/2024,202408,17,FY'24
30-08-2024 00:00,2024,August,8,Friday,6,Q3,08/2024,202408,17,FY'24
31-08-2024 00:00,2024,August,8,Saturday,7,Q3,08/2024,202408,17,FY'24
01-08-2025 00:00,2025,August,8,Friday,6,Q3,08/2025,202508,5,
02-08-2025 00:00,2025,August,8,Saturday,7,Q3,08/2025,202508,5,
03-08-2025 00:00,2025,August,8,Sunday,1,Q3,08/2025,202508,5,
04-08-2025 00:00,2025,August,8,Monday,2,Q3,08/2025,202508,5,
05-08-2025 00:00,2025,August,8,Tuesday,3,Q3,08/2025,202508,5,
06-08-2025 00:00,2025,August,8,Wednesday,4,Q3,08/2025,202508,5,
07-08-2025 00:00,2025,August,8,Thursday,5,Q3,08/2025,202508,5,
08-08-2025 00:00,2025,August,8,Friday,6,Q3,08/2025,202508,5,
09-08-2025 00:00,2025,August,8,Saturday,7,Q3,08/2025,202508,5,
10-08-2025 00:00,2025,August,8,Sunday,1,Q3,08/2025,202508,5,
11-08-2025 00:00,2025,August,8,Monday,2,Q3,08/2025,202508,5,
12-08-2025 00:00,2025,August,8,Tuesday,3,Q3,08/2025,202508,5,
13-08-2025 00:00,2025,August,8,Wednesday,4,Q3,08/2025,202508,5,
14-08-2025 00:00,2025,August,8,Thursday,5,Q3,08/2025,202508,5,
15-08-2025 00:00,2025,August,8,Friday,6,Q3,08/2025,202508,5,
16-08-2025 00:00,2025,August,8,Saturday,7,Q3,08/2025,202508,5,
17-08-2025 00:00,2025,August,8,Sunday,1,Q3,08/2025,202508,5,
18-08-2025 00:00,2025,August,8,Monday,2,Q3,08/2025,202508,5,
19-08-2025 00:00,2025,August,8,Tuesday,3,Q3,08/2025,202508,5,
20-08-2025 00:00,2025,August,8,Wednesday,4,Q3,08/2025,202508,5,
21-08-2025 00:00,2025,August,8,Thursday,5,Q3,08/2025,202508,5,
22-08-2025 00:00,2025,August,8,Friday,6,Q3,08/2025,202508,5,
23-08-2025 00:00,2025,August,8,Saturday,7,Q3,08/2025,202508,5,
24-08-2025 00:00,2025,August,8,Sunday,1,Q3,08/2025,202508,5,
25-08-2025 00:00,2025,August,8,Monday,2,Q3,08/2025,202508,5,
26-08-2025 00:00,2025,August,8,Tuesday,3,Q3,08/2025,202508,5,
27-08-2025 00:00,2025,August,8,Wednesday,4,Q3,08/2025,202508,5,
28-08-2025 00:00,2025,August,8,Thursday,5,Q3,08/2025,202508,5,
29-08-2025 00:00,2025,August,8,Friday,6,Q3,08/2025,202508,5,
30-08-2025 00:00,2025,August,8,Saturday,7,Q3,08/2025,202508,5,
31-08-2025 00:00,2025,August,8,Sunday,1,Q3,08/2025,202508,5,
01-09-2022 00:00,2022,September,9,Thursday,5,Q3,09/2022,202209,40,
02-09-2022 00:00,2022,September,9,Friday,6,Q3,09/2022,202209,40,
03-09-2022 00:00,2022,September,9,Saturday,7,Q3,09/2022,202209,40,
04-09-2022 00:00,2022,September,9,Sunday,1,Q3,09/2022,202209,40,
05-09-2022 00:00,2022,September,9,Monday,2,Q3,09/2022,202209,40,
06-09-2022 00:00,2022,September,9,Tuesday,3,Q3,09/2022,202209,40,
07-09-2022 00:00,2022,September,9,Wednesday,4,Q3,09/2022,202209,40,
08-09-2022 00:00,2022,September,9,Thursday,5,Q3,09/2022,202209,40,
09-09-2022 00:00,2022,September,9,Friday,6,Q3,09/2022,202209,40,
10-09-2022 00:00,2022,September,9,Saturday,7,Q3,09/2022,202209,40,
11-09-2022 00:00,2022,September,9,Sunday,1,Q3,09/2022,202209,40,
12-09-2022 00:00,2022,September,9,Monday,2,Q3,09/2022,202209,40,
13-09-2022 00:00,2022,September,9,Tuesday,3,Q3,09/2022,202209,40,
14-09-2022 00:00,2022,September,9,Wednesday,4,Q3,09/2022,202209,40,
15-09-2022 00:00,2022,September,9,Thursday,5,Q3,09/2022,202209,40,
16-09-2022 00:00,2022,September,9,Friday,6,Q3,09/2022,202209,40,
17-09-2022 00:00,2022,September,9,Saturday,7,Q3,09/2022,202209,40,
18-09-2022 00:00,2022,September,9,Sunday,1,Q3,09/2022,202209,40,
19-09-2022 00:00,2022,September,9,Monday,2,Q3,09/2022,202209,40,
20-09-2022 00:00,2022,September,9,Tuesday,3,Q3,09/2022,202209,40,
21-09-2022 00:00,2022,September,9,Wednesday,4,Q3,09/2022,202209,40,
22-09-2022 00:00,2022,September,9,Thursday,5,Q3,09/2022,202209,40,
23-09-2022 00:00,2022,September,9,Friday,6,Q3,09/2022,202209,40,
24-09-2022 00:00,2022,September,9,Saturday,7,Q3,09/2022,202209,40,
25-09-2022 00:00,2022,September,9,Sunday,1,Q3,09/2022,202209,40,
26-09-2022 00:00,2022,September,9,Monday,2,Q3,09/2022,202209,40,
27-09-2022 00:00,2022,September,9,Tuesday,3,Q3,09/2022,202209,40,
28-09-2022 00:00,2022,September,9,Wednesday,4,Q3,09/2022,202209,40,
29-09-2022 00:00,2022,September,9,Thursday,5,Q3,09/2022,202209,40,
30-09-2022 00:00,2022,September,9,Friday,6,Q3,09/2022,202209,40,
01-09-2023 00:00,2023,September,9,Friday,6,Q3,09/2023,202309,28,
02-09-2023 00:00,2023,September,9,Saturday,7,Q3,09/2023,202309,28,
03-09-2023 00:00,2023,September,9,Sunday,1,Q3,09/2023,202309,28,
04-09-2023 00:00,2023,September,9,Monday,2,Q3,09/2023,202309,28,
05-09-2023 00:00,2023,September,9,Tuesday,3,Q3,09/2023,202309,28,
06-09-2023 00:00,2023,September,9,Wednesday,4,Q3,09/2023,202309,28,
07-09-2023 00:00,2023,September,9,Thursday,5,Q3,09/2023,202309,28,
08-09-2023 00:00,2023,September,9,Friday,6,Q3,09/2023,202309,28,
09-09-2023 00:00,2023,September,9,Saturday,7,Q3,09/2023,202309,28,
10-09-2023 00:00,2023,September,9,Sunday,1,Q3,09/2023,202309,28,
11-09-2023 00:00,2023,September,9,Monday,2,Q3,09/2023,202309,28,
12-09-2023 00:00,2023,September,9,Tuesday,3,Q3,09/2023,202309,28,
13-09-2023 00:00,2023,September,9,Wednesday,4,Q3,09/2023,202309,28,
14-09-2023 00:00,2023,September,9,Thursday,5,Q3,09/2023,202309,28,
15-09-2023 00:00,2023,September,9,Friday,6,Q3,09/2023,202309,28,
16-09-2023 00:00,2023,September,9,Saturday,7,Q3,09/2023,202309,28,
17-09-2023 00:00,2023,September,9,Sunday,1,Q3,09/2023,202309,28,
18-09-2023 00:00,2023,September,9,Monday,2,Q3,09/2023,202309,28,
19-09-2023 00:00,2023,September,9,Tuesday,3,Q3,09/2023,202309,28,
20-09-2023 00:00,2023,September,9,Wednesday,4,Q3,09/2023,202309,28,
21-09-2023 00:00,2023,September,9,Thursday,5,Q3,09/2023,202309,28,
22-09-2023 00:00,2023,September,9,Friday,6,Q3,09/2023,202309,28,
23-09-2023 00:00,2023,September,9,Saturday,7,Q3,09/2023,202309,28,
24-09-2023 00:00,2023,September,9,Sunday,1,Q3,09/2023,202309,28,
25-09-2023 00:00,2023,September,9,Monday,2,Q3,09/2023,202309,28,
26-09-2023 00:00,2023,September,9,Tuesday,3,Q3,09/2023,202309,28,
27-09-2023 00:00,2023,September,9,Wednesday,4,Q3,09/2023,202309,28,
28-09-2023 00:00,2023,September,9,Thursday,5,Q3,09/2023,202309,28,
29-09-2023 00:00,2023,September,9,Friday,6,Q3,09/2023,202309,28,
30-09-2023 00:00,2023,September,9,Saturday,7,Q3,09/2023,202309,28,
01-09-2024 00:00,2024,September,9,Sunday,1,Q3,09/2024,202409,16,FY'24
02-09-2024 00:00,2024,September,9,Monday,2,Q3,09/2024,202409,16,FY'24
03-09-2024 00:00,2024,September,9,Tuesday,3,Q3,09/2024,202409,16,FY'24
04-09-2024 00:00,2024,September,9,Wednesday,4,Q3,09/2024,202409,16,FY'24
05-09-2024 00:00,2024,September,9,Thursday,5,Q3,09/2024,202409,16,FY'24
06-09-2024 00:00,2024,September,9,Friday,6,Q3,09/2024,202409,16,FY'24
07-09-2024 00:00,2024,September,9,Saturday,7,Q3,09/2024,202409,16,FY'24
08-09-2024 00:00,2024,September,9,Sunday,1,Q3,09/2024,202409,16,FY'24
09-09-2024 00:00,2024,September,9,Monday,2,Q3,09/2024,202409,16,FY'24
10-09-2024 00:00,2024,September,9,Tuesday,3,Q3,09/2024,202409,16,FY'24
11-09-2024 00:00,2024,September,9,Wednesday,4,Q3,09/2024,202409,16,FY'24
12-09-2024 00:00,2024,September,9,Thursday,5,Q3,09/2024,202409,16,FY'24
13-09-2024 00:00,2024,September,9,Friday,6,Q3,09/2024,202409,16,FY'24
14-09-2024 00:00,2024,September,9,Saturday,7,Q3,09/2024,202409,16,FY'24
15-09-2024 00:00,2024,September,9,Sunday,1,Q3,09/2024,202409,16,FY'24
16-09-2024 00:00,2024,September,9,Monday,2,Q3,09/2024,202409,16,FY'24
17-09-2024 00:00,2024,September,9,Tuesday,3,Q3,09/2024,202409,16,FY'24
18-09-2024 00:00,2024,September,9,Wednesday,4,Q3,09/2024,202409,16,FY'24
19-09-2024 00:00,2024,September,9,Thursday,5,Q3,09/2024,202409,16,FY'24
20-09-2024 00:00,2024,September,9,Friday,6,Q3,09/2024,202409,16,FY'24
21-09-2024 00:00,2024,September,9,Saturday,7,Q3,09/2024,202409,16,FY'24
22-09-2024 00:00,2024,September,9,Sunday,1,Q3,09/2024,202409,16,FY'24
23-09-2024 00:00,2024,September,9,Monday,2,Q3,09/2024,202409,16,FY'24
24-09-2024 00:00,2024,September,9,Tuesday,3,Q3,09/2024,202409,16,FY'24
25-09-2024 00:00,2024,September,9,Wednesday,4,Q3,09/2024,202409,16,FY'24
26-09-2024 00:00,2024,September,9,Thursday,5,Q3,09/2024,202409,16,FY'24
27-09-2024 00:00,2024,September,9,Friday,6,Q3,09/2024,202409,16,FY'24
28-09-2024 00:00,2024,September,9,Saturday,7,Q3,09/2024,202409,16,FY'24
29-09-2024 00:00,2024,September,9,Sunday,1,Q3,09/2024,202409,16,FY'24
30-09-2024 00:00,2024,September,9,Monday,2,Q3,09/2024,202409,16,FY'24
01-09-2025 00:00,2025,September,9,Monday,2,Q3,09/2025,202509,4,
